Record,Date/Time,10,Freq,Rcvr,Alpha,dTdG,K1,K2,K3,K4,Tnd
     1,01/31/2021 00:04:15,11, 22.000,0, 0.990540,  -650096.31,  0.11838377E+02, -0.11051387E+00,  0.45735975E-03, -0.74842385E-06, 170.26
     2,01/31/2021 00:04:15,11, 22.234,0, 0.990860,  -745374.44,  0.10179851E+03, -0.11226556E+01,  0.41349717E-02, -0.50834190E-05, 174.79
     3,01/31/2021 00:04:15,11, 22.500,0, 0.990600,  -833895.03,  0.96340562E+02, -0.10614590E+01,  0.37873326E-02, -0.43885409E-05, 190.61
     4,01/31/2021 00:04:15,11, 23.000,0, 0.991330,  -621762.79, -0.10738568E+03,  0.13356199E+01, -0.52665149E-02,  0.66821030E-05, 164.26
     5,01/31/2021 00:04:15,11, 23.034,0, 0.989980,  -563355.85, -0.94819243E+02,  0.11817776E+01, -0.46872285E-02,  0.59985918E-05, 163.44
     6,01/31/2021 00:04:15,11, 23.500,0, 0.992160,  -678088.89, -0.10039781E+03,  0.10750012E+01, -0.37321602E-02,  0.42036221E-05, 172.82
     7,01/31/2021 00:04:15,11, 23.834,0, 0.994300,  -740432.14, -0.12899751E+02,  0.45093552E-01,  0.19557269E-03, -0.68166150E-06, 174.37
     8,01/31/2021 00:04:15,11, 24.000,0, 0.991770,  -643675.95,  0.28632137E+02, -0.28328895E+00,  0.98252349E-03, -0.11935121E-05, 170.80
     9,01/31/2021 00:04:15,11, 24.500,0, 0.987040,  -597290.77, -0.19274877E+02,  0.25956774E+00, -0.10565601E-02,  0.13472031E-05, 167.65
    10,01/31/2021 00:04:15,11, 25.000,0, 0.987670,  -646601.02,  0.65126169E+02, -0.66407772E+00,  0.24182167E-02, -0.31127006E-05, 163.51
    11,01/31/2021 00:04:15,11, 25.500,0, 0.992660,  -603721.35, -0.15878365E+03,  0.16518840E+01, -0.57127049E-02,  0.65675415E-05, 156.77
    12,01/31/2021 00:04:15,11, 26.000,0, 0.995400,  -544488.58,  0.31054154E+02, -0.32830762E+00,  0.11441748E-02, -0.13149389E-05, 158.88
    13,01/31/2021 00:04:15,11, 26.234,0, 0.993920,  -497841.72, -0.98528266E+01,  0.10994922E+00, -0.34811138E-03,  0.29700766E-06, 154.07
    14,01/31/2021 00:04:15,11, 26.500,0, 0.994500,  -513657.51, -0.71112067E+01,  0.44336401E-01,  0.15894860E-04, -0.29042221E-06, 153.37
    15,01/31/2021 00:04:15,11, 27.000,0, 0.992510,  -449871.22,  0.28964801E+02, -0.32805850E+00,  0.12467493E-02, -0.15859384E-05, 149.64
    16,01/31/2021 00:04:15,11, 27.500,0, 0.994560,  -470551.51, -0.11014883E+03,  0.11743700E+01, -0.42078607E-02,  0.50622253E-05, 148.47
    17,01/31/2021 00:04:15,11, 28.000,0, 0.997520,  -459574.77, -0.25084516E+03,  0.26803324E+01, -0.93982259E-02,  0.10822074E-04, 155.69
    18,01/31/2021 00:04:15,11, 28.500,0, 0.992570,  -466735.86,  0.24351818E+03, -0.25341728E+01,  0.87995065E-02, -0.10195029E-04, 157.58
    19,01/31/2021 00:04:15,11, 29.000,0, 0.987610,  -434749.97, -0.10700639E+03,  0.11862719E+01, -0.43055094E-02,  0.51285777E-05, 154.67
    20,01/31/2021 00:04:15,11, 29.500,0, 0.978680,  -440692.27, -0.19633450E+03,  0.19963669E+01, -0.67576461E-02,  0.76143399E-05, 164.92
    21,01/31/2021 00:04:15,11, 30.000,0, 0.978030,  -465961.49, -0.61950534E+02,  0.65651415E+00, -0.22254514E-02,  0.24077204E-05, 155.20
Record,Date/Time,30,TkBB(K),Tnd(K) Ch  22.000,R Ch  22.000,Tnd(K) Ch  22.234,R Ch  22.234,Tnd(K) Ch  22.500,R Ch  22.500,Tnd(K) Ch  23.000,R Ch  23.000,Tnd(K) Ch  23.034,R Ch  23.034,Tnd(K) Ch  23.500,R Ch  23.500,Tnd(K) Ch  23.834,R Ch  23.834,Tnd(K) Ch  24.000,R Ch  24.000,Tnd(K) Ch  24.500,R Ch  24.500,Tnd(K) Ch  25.000,R Ch  25.000,Tnd(K) Ch  25.500,R Ch  25.500,Tnd(K) Ch  26.000,R Ch  26.000,Tnd(K) Ch  26.234,R Ch  26.234,Tnd(K) Ch  26.500,R Ch  26.500,Tnd(K) Ch  27.000,R Ch  27.000,Tnd(K) Ch  27.500,R Ch  27.500,Tnd(K) Ch  28.000,R Ch  28.000,Tnd(K) Ch  28.500,R Ch  28.500,Tnd(K) Ch  29.000,R Ch  29.000,Tnd(K) Ch  29.500,R Ch  29.500,Tnd(K) Ch  30.000,R Ch  30.000,DataQuality
   205,01/31/2021 05:27:03,31,282.647, 169.601, 0.990694, 174.192, 0.992395, 190.092, 0.987578, 163.671, 0.858800, 163.020, 0.874850, 172.544, 0.991018, 173.656, 0.999008, 170.153, 0.998755, 166.779, 0.993172, 162.720, 0.998653, 155.982, 0.997455, 157.806, 0.996911, 153.237, 0.997901, 152.290, 0.993260, 148.819, 0.996481, 147.740, 0.999747, 155.098, 0.993450, 157.088, 0.997014, 154.150, 0.993339, 164.855, 0.997444, 154.862, 0.999376,1
   206,01/31/2021 05:28:47,31,282.663, 169.444, 0.989520, 174.099, 0.993241, 190.169, 0.981452, 163.772, 0.866806, 162.996, 0.869812, 172.214, 0.989679, 173.414, 0.999258, 170.106, 0.999182, 166.968, 0.992619, 162.845, 0.999142, 156.023, 0.996776, 158.311, 0.994657, 153.353, 0.998609, 153.084, 0.991269, 148.682, 0.996111, 147.695, 0.998982, 154.997, 0.991745, 156.764, 0.996556, 154.285, 0.992751, 164.669, 0.994583, 155.085, 0.999140,1
   207,01/31/2021 05:30:31,31,282.649, 169.771, 0.989947, 174.367, 0.994272, 190.038, 0.989041, 163.731, 0.855415, 162.913, 0.865511, 171.967, 0.997183, 173.565, 0.997336, 170.354, 0.999919, 166.863, 0.994346, 162.901, 0.998400, 155.904, 0.997530, 157.986, 0.993288, 153.102, 0.997501, 152.614, 0.994894, 149.039, 0.995106, 147.642, 0.999719, 155.230, 0.988844, 156.901, 0.995624, 153.813, 0.990242, 164.170, 0.995550, 154.578, 0.999715,1
   208,01/31/2021 05:32:15,31,282.634, 169.693, 0.991668, 174.374, 0.992385, 190.018, 0.986604, 164.138, 0.851543, 163.169, 0.873708, 172.274, 0.992029, 173.813, 0.998778, 170.527, 0.998290, 167.071, 0.993537, 162.722, 0.999140, 155.938, 0.994176, 158.137, 0.994176, 153.321, 0.998054, 152.783, 0.995239, 149.284, 0.995552, 147.767, 0.998420, 155.017, 0.989018, 156.908, 0.994354, 154.252, 0.993052, 164.676, 0.996225, 155.146, 0.998294,1
   209,01/31/2021 05:33:58,31,282.651, 169.861, 0.994940, 174.409, 0.989638, 189.908, 0.978024, 163.894, 0.873783, 162.934, 0.874307, 172.114, 0.993352, 173.766, 0.999121, 169.972, 0.999365, 166.858, 0.989121, 162.702, 0.998079, 155.964, 0.998484, 157.874, 0.994388, 153.302, 0.997479, 152.677, 0.995292, 149.091, 0.998008, 147.906, 0.999288, 155.309, 0.993158, 156.816, 0.996382, 154.110, 0.995618, 164.528, 0.996535, 154.895, 0.999448,1
   210,01/31/2021 05:35:42,31,282.652, 169.656, 0.991753, 173.995, 0.996278, 190.262, 0.980145, 163.959, 0.867185, 163.257, 0.866245, 172.379, 0.990964, 173.677, 0.998030, 170.576, 0.998466, 166.943, 0.992625, 162.592, 0.999386, 155.815, 0.997248, 158.203, 0.997732, 153.645, 0.998286, 152.953, 0.992007, 149.225, 0.995581, 147.999, 0.998901, 155.163, 0.988309, 157.280, 0.994100, 154.119, 0.992074, 164.738, 0.996745, 155.009, 0.999857,1
   211,01/31/2021 05:37:27,31,282.659, 169.781, 0.993904, 174.093, 0.993054, 189.641, 0.989394, 163.765, 0.866538, 162.688, 0.886442, 171.956, 0.992878, 173.459, 0.997991, 169.906, 0.999636, 167.029, 0.992359, 162.687, 0.999797, 156.026, 0.998836, 158.038, 0.995190, 153.220, 0.999674, 152.719, 0.995999, 148.893, 0.996625, 147.748, 0.999011, 155.291, 0.986602, 156.826, 0.996158, 154.337, 0.986659, 164.945, 0.994723, 155.077, 0.998725,1
   212,01/31/2021 05:39:11,31,282.674, 169.623, 0.989943, 173.913, 0.991461, 189.814, 0.981647, 163.745, 0.870308, 162.913, 0.871320, 172.178, 0.988664, 173.469, 0.997929, 170.131, 0.996820, 167.006, 0.988282, 162.920, 0.994835, 156.102, 0.995377, 158.266, 0.995385, 153.276, 0.998173, 152.752, 0.992770, 149.128, 0.996878, 147.824, 0.998940, 155.379, 0.982497, 157.137, 0.993236, 154.111, 0.989116, 164.727, 0.995209, 155.053, 0.999990,1
   213,01/31/2021 05:40:54,31,282.702, 169.366, 0.991887, 173.928, 0.990834, 189.431, 0.987245, 163.824, 0.865341, 162.669, 0.879636, 172.287, 0.992147, 173.593, 0.998210, 170.235, 0.998910, 167.189, 0.984964, 162.922, 0.999001, 155.700, 0.997096, 157.943, 0.992896, 153.363, 0.999383, 152.460, 0.992958, 148.834, 0.994867, 147.595, 0.997581, 155.121, 0.982526, 156.941, 0.994028, 154.249, 0.989141, 164.509, 0.996186, 154.930, 0.999599,1
   214,01/31/2021 05:42:38,31,282.738, 169.317, 0.990504, 173.806, 0.993698, 190.115, 0.985244, 163.802, 0.874871, 163.188, 0.882647, 172.237, 0.990609, 173.511, 0.998668, 170.266, 0.999494, 167.226, 0.985330, 162.602, 0.998819, 155.827, 0.996836, 158.013, 0.993027, 153.060, 0.998090, 152.860, 0.994524, 148.890, 0.996179, 147.769, 0.999023, 155.185, 0.990439, 156.856, 0.997333, 154.224, 0.993489, 164.464, 0.995823, 154.991, 0.999859,1
   215,01/31/2021 05:44:21,31,282.786, 169.578, 0.988538, 173.898, 0.988451, 190.173, 0.984543, 163.772, 0.859199, 163.028, 0.866662, 172.287, 0.994603, 173.424, 0.995545, 170.317, 0.999181, 166.903, 0.988626, 162.805, 0.995743, 155.897, 0.995555, 158.080, 0.989276, 153.381, 0.997707, 152.679, 0.991953, 148.895, 0.991682, 147.737, 0.996423, 154.913, 0.985922, 156.737, 0.994219, 154.011, 0.992598, 164.221, 0.995916, 154.765, 0.999022,1
   216,01/31/2021 05:46:05,31,282.826, 169.530, 0.985951, 173.891, 0.990575, 190.264, 0.988050, 164.060, 0.853194, 163.040, 0.874218, 172.189, 0.995103, 173.511, 0.997872, 170.328, 0.999899, 167.069, 0.993498, 162.833, 0.997813, 155.890, 0.999172, 158.036, 0.996963, 153.423, 0.997641, 152.574, 0.991495, 148.972, 0.994467, 147.721, 0.998975, 155.097, 0.984711, 156.895, 0.995152, 154.078, 0.988741, 164.570, 0.994374, 155.017, 0.999427,1
   217,01/31/2021 05:47:49,31,282.854, 169.339, 0.988089, 173.887, 0.992729, 190.047, 0.987802, 163.647, 0.866564, 162.864, 0.882307, 172.781, 0.990638, 173.780, 0.998108, 170.068, 0.999916, 167.042, 0.991862, 162.910, 0.998547, 156.042, 0.994696, 158.184, 0.993567, 153.229, 0.998118, 152.974, 0.993896, 149.014, 0.995217, 147.658, 0.997391, 154.791, 0.986801, 156.584, 0.995828, 154.061, 0.989878, 164.780, 0.993567, 154.668, 0.999596,1
   218,01/31/2021 05:49:33,31,282.852, 169.520, 0.989449, 174.046, 0.991514, 189.957, 0.986800, 163.893, 0.868100, 163.159, 0.877846, 172.073, 0.990297, 173.633, 0.999252, 170.409, 0.998050, 167.048, 0.990769, 162.918, 0.997701, 156.156, 0.993326, 158.188, 0.993599, 153.356, 0.996848, 152.541, 0.992586, 148.788, 0.994345, 147.783, 0.997385, 155.357, 0.986078, 157.012, 0.991187, 154.090, 0.989488, 164.372, 0.994711, 154.999, 0.998619,1
   219,01/31/2021 05:51:17,31,282.844, 169.585, 0.986419, 174.018, 0.986901, 189.662, 0.981088, 163.194, 0.870771, 162.660, 0.882626, 171.710, 0.991105, 173.348, 0.996157, 170.046, 0.998717, 166.792, 0.987942, 162.364, 0.996194, 155.813, 0.993584, 157.759, 0.990828, 153.041, 0.997012, 152.517, 0.991006, 148.856, 0.994616, 147.569, 0.996895, 154.857, 0.990009, 156.634, 0.994179, 154.030, 0.989776, 164.499, 0.994656, 154.788, 0.998534,1
   220,01/31/2021 05:53:02,31,282.833, 169.734, 0.991112, 174.022, 0.991852, 189.352, 0.985566, 163.541, 0.865729, 162.786, 0.868508, 171.933, 0.993937, 173.366, 0.998469, 170.007, 0.999331, 166.979, 0.993123, 162.836, 0.998090, 155.801, 0.998622, 158.226, 0.997376, 153.607, 0.998847, 152.951, 0.991637, 149.480, 0.995285, 148.126, 0.999246, 155.372, 0.986752, 157.270, 0.992912, 154.512, 0.987543, 164.983, 0.994873, 155.236, 0.999608,1
   221,01/31/2021 05:54:45,31,282.824, 169.523, 0.987554, 173.784, 0.993045, 190.053, 0.990233, 163.737, 0.865082, 162.878, 0.875129, 172.772, 0.994438, 173.751, 0.998719, 170.212, 0.999755, 166.733, 0.994613, 162.961, 0.997896, 155.794, 0.997688, 158.009, 0.993880, 153.269, 0.998426, 152.604, 0.994541, 148.891, 0.996595, 147.453, 0.999364, 154.908, 0.982067, 156.996, 0.994000, 154.101, 0.986848, 164.366, 0.995913, 154.931, 0.999109,1
   222,01/31/2021 05:56:29,31,282.803, 169.670, 0.992502, 173.799, 0.987504, 189.811, 0.985591, 163.910, 0.860111, 162.913, 0.878882, 172.410, 0.992515, 173.502, 0.997972, 170.329, 0.998201, 166.931, 0.991916, 162.819, 0.996196, 155.805, 0.996532, 158.098, 0.994064, 153.501, 0.995559, 152.606, 0.992512, 149.150, 0.995215, 147.859, 0.998462, 155.122, 0.988681, 156.767, 0.996063, 154.250, 0.989298, 164.423, 0.995467, 154.898, 0.999611,1
   223,01/31/2021 05:58:14,31,282.797, 169.830, 0.989998, 174.292, 0.992926, 190.457, 0.990894, 163.950, 0.866320, 162.937, 0.872977, 172.523, 0.993074, 174.066, 0.997002, 170.794, 0.999521, 167.223, 0.995021, 162.967, 0.997876, 155.770, 0.997358, 158.298, 0.996130, 153.696, 0.998010, 152.872, 0.992425, 149.505, 0.996650, 147.953, 0.998781, 155.298, 0.986105, 157.072, 0.996379, 154.551, 0.989739, 164.868, 0.997672, 154.991, 0.998468,1
   224,01/31/2021 05:59:58,31,282.803, 169.242, 0.991288, 173.586, 0.993334, 189.516, 0.989700, 163.800, 0.859257, 162.910, 0.874023, 172.000, 0.993929, 173.506, 0.996540, 169.976, 0.999937, 166.973, 0.993695, 162.769, 0.997357, 155.946, 0.999492, 158.038, 0.993839, 153.178, 0.998922, 152.665, 0.990905, 148.591, 0.993635, 147.385, 0.997915, 155.034, 0.981880, 156.637, 0.993076, 154.090, 0.991996, 164.503, 0.995957, 154.777, 0.998706,1
   225,01/31/2021 06:01:42,31,282.793, 169.383, 0.987415, 173.814, 0.989893, 189.883, 0.989031, 163.652, 0.861009, 162.774, 0.877488, 171.853, 0.997368, 173.313, 0.997236, 170.195, 0.999829, 166.726, 0.993616, 162.745, 0.996793, 155.666, 0.995637, 157.845, 0.995514, 153.354, 0.997053, 152.545, 0.992535, 149.055, 0.991140, 147.510, 0.995087, 154.807, 0.977824, 156.840, 0.993104, 153.531, 0.986657, 164.572, 0.993242, 154.767, 0.999388,1
   226,01/31/2021 06:03:26,31,282.791, 169.819, 0.988300, 174.082, 0.989434, 190.127, 0.989841, 163.738, 0.859053, 162.883, 0.858007, 172.050, 0.993409, 173.700, 0.995861, 170.184, 0.999426, 166.892, 0.992626, 162.577, 0.997204, 155.962, 0.995449, 157.811, 0.996352, 153.391, 0.997561, 152.769, 0.990085, 148.807, 0.994519, 147.472, 0.998094, 154.912, 0.982421, 156.857, 0.990662, 153.957, 0.989894, 164.646, 0.996630, 154.844, 0.998633,1
   227,01/31/2021 06:05:11,31,282.796, 169.998, 0.989343, 174.068, 0.988415, 190.381, 0.983057, 163.983, 0.857472, 162.927, 0.881484, 172.435, 0.996092, 174.347, 0.995333, 170.261, 0.999892, 166.942, 0.997371, 162.832, 0.998580, 155.987, 0.998960, 158.220, 0.997221, 153.459, 0.999449, 152.856, 0.994770, 149.119, 0.996957, 147.864, 0.997960, 155.274, 0.987307, 156.953, 0.994899, 154.239, 0.990749, 164.717, 0.995672, 154.691, 0.999039,1
   228,01/31/2021 06:06:55,31,282.794, 169.865, 0.985685, 174.475, 0.988744, 190.135, 0.993561, 163.759, 0.850477, 163.271, 0.861526, 172.444, 0.994817, 174.025, 0.996180, 170.556, 0.999004, 167.334, 0.990420, 163.270, 0.994143, 156.323, 0.995724, 158.563, 0.995884, 153.493, 0.999303, 153.171, 0.992570, 149.035, 0.994823, 147.805, 0.998620, 155.107, 0.986231, 157.020, 0.994953, 154.043, 0.991820, 164.641, 0.996687, 155.091, 0.999689,1
   229,01/31/2021 06:08:38,31,282.794, 169.837, 0.989666, 174.190, 0.991255, 190.002, 0.994011, 163.691, 0.862965, 162.700, 0.874664, 172.637, 0.994123, 173.924, 0.995657, 170.318, 0.999554, 166.948, 0.993661, 162.864, 0.996385, 155.944, 0.996459, 157.863, 0.992759, 153.279, 0.997835, 152.641, 0.988462, 148.932, 0.992441, 147.627, 0.999637, 154.967, 0.987656, 157.067, 0.995870, 154.306, 0.989978, 164.896, 0.997375, 155.130, 0.999867,1
   230,01/31/2021 06:10:23,31,282.801, 169.618, 0.992005, 174.140, 0.992194, 190.161, 0.989813, 163.741, 0.847502, 162.989, 0.869379, 172.386, 0.995388, 174.047, 0.995775, 170.211, 0.999697, 167.074, 0.995417, 162.973, 0.992960, 156.180, 0.995879, 158.280, 0.992520, 153.422, 0.999003, 152.911, 0.992010, 149.036, 0.993547, 147.758, 0.997848, 155.107, 0.984019, 157.138, 0.993666, 154.231, 0.986599, 164.577, 0.996170, 154.940, 0.998202,1
   231,01/31/2021 06:12:07,31,282.806, 169.453, 0.988819, 173.879, 0.991649, 189.712, 0.991179, 163.378, 0.867416, 162.929, 0.868095, 172.188, 0.993385, 173.525, 0.995621, 169.979, 0.999512, 166.824, 0.993828, 162.713, 0.996794, 155.998, 0.996132, 157.871, 0.997421, 153.419, 0.998431, 152.609, 0.992353, 148.734, 0.994583, 147.568, 0.998064, 154.672, 0.987600, 156.630, 0.995981, 153.911, 0.992884, 164.324, 0.997433, 154.942, 0.999255,1
   232,01/31/2021 06:13:51,31,282.796, 169.763, 0.989869, 174.197, 0.990803, 190.047, 0.988637, 163.887, 0.871258, 162.907, 0.886639, 172.309, 0.995478, 173.532, 0.997167, 170.285, 0.999854, 167.101, 0.989800, 162.852, 0.997851, 155.961, 0.997497, 158.225, 0.994955, 153.254, 0.998220, 152.802, 0.992486, 148.817, 0.995403, 147.545, 0.999181, 154.962, 0.989250, 156.789, 0.994525, 154.121, 0.988074, 164.526, 0.997702, 154.992, 0.999664,1
   233,01/31/2021 06:15:35,31,282.805, 169.741, 0.990487, 174.221, 0.992417, 189.853, 0.990459, 163.637, 0.853738, 162.603, 0.857386, 172.403, 0.993567, 173.875, 0.995182, 170.277, 0.997631, 167.013, 0.991056, 163.131, 0.995925, 156.047, 0.993526, 158.100, 0.997148, 153.429, 0.999129, 152.739, 0.992066, 148.996, 0.993754, 147.649, 0.996747, 155.255, 0.983281, 156.963, 0.991081, 154.211, 0.990542, 164.310, 0.996052, 154.928, 0.997545,1
   234,01/31/2021 06:17:20,31,282.821, 169.691, 0.987371, 173.922, 0.995352, 189.975, 0.986202, 163.691, 0.870274, 162.912, 0.866699, 172.210, 0.990835, 173.627, 0.998311, 170.054, 0.998068, 167.020, 0.989276, 162.876, 0.998688, 155.820, 0.996323, 157.695, 0.989404, 153.204, 0.997319, 152.580, 0.988491, 148.867, 0.993113, 147.661, 0.998583, 155.089, 0.989155, 156.867, 0.994616, 154.174, 0.991215, 164.474, 0.996373, 154.992, 0.999484,1
   235,01/31/2021 06:19:03,31,282.843, 169.934, 0.991649, 174.138, 0.991903, 190.032, 0.984455, 163.745, 0.874064, 162.951, 0.877655, 172.254, 0.991774, 173.628, 0.996509, 170.128, 0.999934, 166.755, 0.991781, 162.302, 0.997480, 155.870, 0.997186, 158.095, 0.995316, 153.139, 0.998283, 152.531, 0.993967, 148.456, 0.996563, 147.283, 0.999442, 154.710, 0.988165, 156.648, 0.995173, 153.897, 0.992277, 164.767, 0.995277, 154.838, 0.999852,1
   236,01/31/2021 06:20:47,31,282.836, 170.057, 0.988640, 174.172, 0.990562, 189.912, 0.991954, 163.499, 0.858187, 163.112, 0.872045, 172.297, 0.991759, 173.798, 0.998097, 170.425, 0.999538, 167.237, 0.991659, 163.237, 0.994866, 156.247, 0.995174, 157.971, 0.995433, 153.339, 0.999623, 152.653, 0.994177, 148.889, 0.994635, 147.563, 0.997579, 155.306, 0.980906, 156.759, 0.995731, 154.042, 0.994137, 164.582, 0.996021, 154.924, 0.999619,1
   237,01/31/2021 06:22:31,31,282.825, 169.791, 0.993110, 174.232, 0.990756, 190.309, 0.986505, 163.950, 0.860883, 162.812, 0.879254, 172.327, 0.989915, 173.909, 0.999237, 170.301, 0.999576, 166.861, 0.993868, 162.487, 0.999222, 156.162, 0.998773, 157.953, 0.998556, 153.402, 0.999328, 152.764, 0.995323, 148.666, 0.997132, 147.661, 0.999343, 154.979, 0.992045, 156.937, 0.997087, 154.064, 0.993646, 164.727, 0.997919, 154.941, 0.999267,1
   238,01/31/2021 06:24:15,31,282.817, 169.450, 0.989225, 173.972, 0.988165, 189.718, 0.984889, 164.009, 0.865464, 163.066, 0.868355, 172.378, 0.991997, 173.669, 0.998612, 170.288, 0.998919, 167.030, 0.991844, 162.786, 0.999111, 155.838, 0.997747, 158.105, 0.996714, 153.055, 0.996690, 152.397, 0.990904, 148.953, 0.993145, 147.551, 0.998085, 155.098, 0.986933, 156.911, 0.995053, 154.400, 0.989320, 164.788, 0.996876, 155.084, 0.999769,1
   239,01/31/2021 06:26:00,31,282.842, 169.216, 0.987826, 173.722, 0.989012, 189.728, 0.990160, 163.924, 0.870876, 162.791, 0.877737, 172.104, 0.991530, 173.651, 0.998103, 169.773, 0.998947, 166.807, 0.993677, 162.675, 0.999603, 155.565, 0.998637, 157.882, 0.996827, 153.419, 0.998929, 152.486, 0.994435, 148.796, 0.996695, 147.819, 0.999247, 155.481, 0.986717, 156.687, 0.996576, 153.937, 0.994642, 164.436, 0.996506, 154.667, 0.999960,1
   240,01/31/2021 06:27:43,31,282.873, 169.814, 0.984647, 174.300, 0.994594, 189.905, 0.984491, 163.589, 0.865158, 163.040, 0.873090, 172.155, 0.992117, 173.433, 0.999041, 170.359, 0.999323, 167.137, 0.989500, 162.705, 0.999161, 155.699, 0.997859, 158.160, 0.993189, 153.439, 0.998409, 152.761, 0.991932, 148.911, 0.994462, 147.776, 0.998775, 155.097, 0.986798, 157.047, 0.993670, 154.017, 0.990720, 164.406, 0.996858, 154.975, 0.999471,1
   241,01/31/2021 06:29:27,31,282.912, 169.724, 0.988258, 174.074, 0.992809, 189.987, 0.984591, 163.673, 0.878929, 162.992, 0.893407, 171.831, 0.993181, 173.434, 0.999673, 169.937, 0.999248, 167.075, 0.992782, 162.473, 0.998783, 155.621, 0.996499, 157.880, 0.996565, 153.118, 0.997974, 152.559, 0.993466, 148.986, 0.996694, 147.572, 0.999323, 154.917, 0.990360, 156.805, 0.994328, 153.711, 0.992178, 164.382, 0.995517, 154.771, 0.999694,1
   242,01/31/2021 06:31:11,31,282.938, 169.958, 0.991846, 174.124, 0.988222, 189.993, 0.982423, 163.649, 0.872130, 163.148, 0.882416, 172.101, 0.993146, 173.993, 0.999499, 170.300, 0.998036, 166.859, 0.991060, 163.030, 0.999053, 155.824, 0.996632, 157.933, 0.994426, 153.660, 0.995040, 152.834, 0.993176, 149.222, 0.997677, 147.676, 0.999179, 155.134, 0.995578, 157.035, 0.996624, 154.028, 0.995066, 164.344, 0.995556, 154.903, 0.999493,1
   243,01/31/2021 06:32:54,31,282.953, 169.766, 0.989471, 174.301, 0.994154, 190.157, 0.981229, 163.376, 0.877310, 163.072, 0.881378, 172.105, 0.991131, 173.520, 0.999427, 169.963, 0.999067, 167.040, 0.989708, 162.629, 0.999173, 155.755, 0.997663, 157.833, 0.996869, 153.160, 0.998273, 152.657, 0.991130, 148.893, 0.997128, 147.650, 0.999670, 154.713, 0.990705, 156.588, 0.996603, 153.879, 0.993796, 164.677, 0.994899, 154.690, 0.999932,1
   244,01/31/2021 06:34:39,31,282.959, 169.473, 0.990055, 173.968, 0.989057, 190.356, 0.985405, 163.672, 0.867990, 162.836, 0.871440, 171.969, 0.992227, 173.329, 0.999201, 170.261, 0.998646, 167.131, 0.990486, 162.691, 0.997263, 155.803, 0.996935, 158.024, 0.996241, 153.284, 0.997516, 152.655, 0.991327, 148.946, 0.998458, 147.706, 0.998826, 154.890, 0.991785, 157.101, 0.999172, 154.091, 0.993901, 164.480, 0.995897, 154.844, 0.999280,1
   245,01/31/2021 06:36:23,31,282.983, 169.366, 0.987265, 173.946, 0.991120, 190.228, 0.978234, 163.928, 0.865166, 162.780, 0.877866, 172.181, 0.991328, 173.440, 0.999394, 170.020, 0.999136, 166.486, 0.993821, 162.247, 0.996656, 155.529, 0.996474, 157.683, 0.995823, 152.822, 0.999151, 152.277, 0.991847, 148.354, 0.996832, 147.307, 0.998046, 154.895, 0.991537, 156.524, 0.998094, 153.818, 0.996871, 164.367, 0.998877, 154.876, 0.998724,1
   246,01/31/2021 06:38:07,31,282.967, 169.560, 0.994719, 174.075, 0.993126, 190.130, 0.984473, 163.615, 0.866669, 162.963, 0.880041, 172.268, 0.994471, 173.334, 0.998599, 170.270, 0.999215, 167.032, 0.996054, 162.550, 0.999496, 156.028, 0.997710, 158.228, 0.996549, 153.151, 0.999798, 152.565, 0.997465, 149.011, 0.998565, 147.850, 0.999621, 155.060, 0.991265, 157.206, 0.997936, 154.236, 0.994540, 164.751, 0.996912, 155.309, 0.999756,1
   247,01/31/2021 06:39:51,31,282.950, 169.901, 0.991467, 173.910, 0.991535, 189.853, 0.981887, 163.581, 0.862068, 162.749, 0.873164, 171.636, 0.995322, 173.641, 0.999254, 170.367, 0.999853, 167.091, 0.991904, 162.647, 0.996381, 155.871, 0.997111, 158.103, 0.995768, 153.236, 0.998901, 152.521, 0.994334, 148.815, 0.994306, 147.858, 0.998275, 154.967, 0.985261, 156.757, 0.996102, 153.957, 0.990227, 164.582, 0.998180, 154.792, 0.999881,1
   248,01/31/2021 06:41:35,31,282.915, 169.541, 0.990821, 174.023, 0.994453, 189.497, 0.983911, 163.555, 0.871010, 162.805, 0.883382, 172.027, 0.996114, 173.622, 0.998996, 169.786, 0.999532, 167.110, 0.986119, 162.986, 0.997808, 155.740, 0.997837, 157.554, 0.998057, 153.265, 0.996176, 152.430, 0.992870, 148.868, 0.998218, 147.448, 0.999433, 154.781, 0.992753, 156.843, 0.997342, 154.131, 0.992266, 164.344, 0.997019, 155.096, 0.999907,1
   249,01/31/2021 06:43:19,31,282.882, 169.857, 0.992063, 174.174, 0.988207, 189.939, 0.982321, 163.873, 0.866507, 163.232, 0.876442, 172.535, 0.989930, 173.889, 0.998462, 170.534, 0.999105, 167.217, 0.992773, 163.292, 0.998392, 156.219, 0.998875, 158.237, 0.995458, 153.231, 0.997016, 152.897, 0.992366, 149.083, 0.995392, 147.688, 0.999678, 155.302, 0.984825, 157.311, 0.994242, 153.980, 0.988684, 164.661, 0.995543, 155.008, 0.999812,1
